type,step,pnl
sell,11037,0.5409092101554052
buy,11044,
sell,11050,-34.59913174356825
buy,11054,
sell,11055,26.598031968552277
buy,11085,
sell,11108,55.42863300508907
buy,11110,
sell,11134,2.550232384105584
buy,11135,
sell,11148,-43.27519167286755
buy,11153,
sell,11154,-6.220372380586923
sell_short,11157,
buy_cover,11159,-39.430777747295906
buy,11163,
sell,11187,65.6550484778445
buy,11200,
sell,11224,-18.39708889882968
sell_short,11233,
buy_cover,11245,-36.725949251318525
buy,11247,
sell,11271,42.058583376117895
sell_short,11289,
buy_cover,11313,-15.436315120609834
buy,11322,
sell,11331,-39.18319072428221
sell_short,11357,
buy_cover,11381,22.032681170860997
sell_short,11387,
buy_cover,11403,-14.91734245443513
sell_short,11404,
buy_cover,11415,-24.64812397132846
buy,11419,
sell,11425,-25.77271091017701
sell_short,11439,
buy_cover,11458,-33.151317978777115
buy,11479,
sell,11484,-65.9855270211774
sell_short,11514,
buy_cover,11538,57.26092797729507
sell_short,11542,
buy_cover,11557,-30.742583649445805
buy,11562,
sell,11575,41.74700882634443
buy,11579,
sell,11603,65.97828411470164
buy,11609,
sell,11633,282.0607074066811
buy,11656,
sell,11680,18.080379719082885
buy,11681,
sell,11705,25.732940258266353
buy,11706,
sell,11730,11.685971578498538
buy,11731,
sell,11755,41.19410289981806
buy,11759,
sell,11763,-39.1164630616322
buy,11768,
sell,11773,-28.37437721153492
sell_short,11777,
buy_cover,11784,-25.097623574430145
sell_short,11789,
buy_cover,11798,-23.18281286266574
sell_short,11834,
buy_cover,11852,-30.291979485081356
sell_short,11855,
buy_cover,11859,-55.94414141125799
buy,11865,
sell,11868,-52.74333073728394
sell_short,11882,
buy_cover,11889,-27.55787952232913
sell_short,11891,
buy_cover,11903,-16.459111634857436
buy,11907,
sell,11913,-24.63500835367813
sell_short,11936,
buy_cover,11957,36.965894252183716
sell_short,11958,
buy_cover,11982,-15.785702205001144
sell_short,11983,
buy_cover,12001,-13.40989975959019
buy,12004,
sell,12011,-24.33400851607894
sell_short,12015,
buy_cover,12020,-23.984849958623272
buy,12022,
sell,12034,-22.311495621922404
sell_short,12035,
buy_cover,12038,-16.84824362246036
sell_short,12043,
buy_cover,12044,-6.944957399272425
buy,12045,
sell,12069,3.119258902769616
sell_short,12080,
buy_cover,12104,54.195977182054776
sell_short,12110,
buy_cover,12117,-59.878369835691046
buy,12133,
sell,12157,-1.488877637079895
buy,12158,
sell,12182,25.459931406180658
buy,12183,
sell,12192,-31.655848301738843
sell_short,12197,
buy_cover,12198,-0.40587936693100346
buy,12199,
sell,12204,16.29507768024996
buy,12205,
sell,12210,-73.90152872062572
sell_short,12229,
buy_cover,12241,-20.63112197726514
sell_short,12246,
buy_cover,12270,25.2423124833349
sell_short,12271,
buy_cover,12282,-30.297250272232304
buy,12293,
sell,12299,-22.487169299898596
sell_short,12311,
buy_cover,12326,-9.859010402137756
sell_short,12327,
buy_cover,12334,-28.793087789743367
buy,12344,
sell,12368,72.0210239937669
buy,12377,
sell,12386,-34.559790382683786
buy,12387,
sell,12411,49.586547494703154
buy,12417,
sell,12441,48.739697212771716
buy,12443,
sell,12458,-6.813215441646207
buy,12459,
sell,12481,-1.2377218731135144
buy,12482,
sell,12493,-11.02308801567051
sell_short,12503,
buy_cover,12527,16.153220886499184
sell_short,12528,
buy_cover,12532,-24.413891123862413
buy,12535,
sell,12536,-2.0923820096913914
buy,12543,
sell,12554,-11.848769219115638
buy,12555,
sell,12558,-31.38137896874923
sell_short,12565,
buy_cover,12589,23.64258400781
sell_short,12590,
buy_cover,12613,-3.3700284692413334
sell_short,12614,
buy_cover,12622,-38.31779722961892
buy,12633,
sell,12657,9.524412999502601
buy,12658,
sell,12668,-17.96935590013254
buy,12670,
sell,12673,-18.916875044827975
sell_short,12674,
buy_cover,12682,-13.509960918278011
buy,12683,
sell,12686,-13.757473649965505
sell_short,12687,
buy_cover,12691,-10.525698138104417
buy,12692,
sell,12699,8.698637608424178
buy,12700,
sell,12714,33.23661909072507
buy,12718,
sell,12742,180.4722544387305
buy,12753,
sell,12757,-57.68105872000069
buy,12758,
sell,12782,-8.327347608998025
buy,12783,
sell,12788,-60.13204167610638
sell_short,12809,
buy_cover,12833,183.62970526355184
sell_short,12860,
buy_cover,12869,-17.23075851233716
sell_short,12870,
buy_cover,12890,-7.424307091129776
sell_short,12891,
buy_cover,12915,14.357608571603123
sell_short,12916,
buy_cover,12939,27.05939884417876
sell_short,12941,
buy_cover,12965,55.80736462369441
sell_short,12971,
buy_cover,12989,17.099421518549207
sell_short,12990,
buy_cover,13007,-21.99696950665202
buy,13024,
sell,13038,-13.954676128591927
buy,13039,
sell,13057,14.96939240316351
buy,13060,
sell,13063,-67.60458156951245
sell_short,13073,
buy_cover,13093,-25.557892863209418
buy,13103,
sell,13113,-30.509926275892212
sell_short,13115,
buy_cover,13116,-12.357207695826219
buy,13117,
sell,13119,-25.715291961618277
sell_short,13126,
buy_cover,13141,-12.108637738594553
buy,13143,
sell,13144,-12.620729086295796
sell_short,13156,
buy_cover,13161,-28.411591019973457
sell_short,13172,
buy_cover,13173,0.49773283977538085
sell_short,13183,
buy_cover,13195,-14.226126534436844
sell_short,13196,
buy_cover,13220,5.231471896056064
sell_short,13221,
buy_cover,13241,-38.513864326292605
buy,13249,
sell,13273,38.07634652237266
buy,13275,
sell,13299,88.42085814823349
buy,13301,
sell,13325,112.54713940109468
buy,13330,
sell,13354,224.02686305344287
buy,13385,
sell,13409,11.378622658485256
buy,13410,
sell,13434,-16.564722771910965
buy,13435,
sell,13444,-16.230873596847232
buy,13448,
sell,13449,-10.554428501995062
buy,13450,
sell,13451,0.7887802070590624
buy,13465,
sell,13489,39.22669067759489
buy,13491,
sell,13502,-34.969957278599395
sell_short,13516,
buy_cover,13534,-23.625180253526196
buy,13544,
sell,13550,-24.166632546954133
sell_short,13562,
buy_cover,13586,102.6481843758229
sell_short,13590,
buy_cover,13614,78.23882136623888
sell_short,13615,
buy_cover,13637,-21.115631215973735
sell_short,13639,
buy_cover,13658,-10.624112163682184
sell_short,13661,
buy_cover,13662,-9.263705489257518
buy,13672,
sell,13691,-7.951739496263144
sell_short,13703,
buy_cover,13711,-20.27270351104562
buy,13714,
sell,13727,-24.05262618233064
sell_short,13743,
buy_cover,13763,-15.258933648949096
buy,13771,
sell,13782,-21.597504625405236
buy,13784,
sell,13786,-24.938509840605548
buy,13793,
sell,13794,-23.128419709471927
sell_short,13795,
buy_cover,13798,-20.23926521497833
buy,13812,
sell,13823,-17.520974882014343
buy,13824,
sell,13831,-30.663858280347085
sell_short,13832,
buy_cover,13833,-27.842663641660693
buy,13838,
sell,13849,-28.132851065241994
buy,13851,
sell,13875,25.280305067951303
buy,13876,
sell,13900,83.08665651909268
buy,13904,
sell,13917,-41.24159357602457
buy,13922,
sell,13939,-5.803773086522597
sell_short,13948,
buy_cover,13972,2.8832713637875713
sell_short,13973,
buy_cover,13983,-45.24398670906248
buy,13984,
sell,13999,-12.844093295030689
buy,14000,
sell,14010,-18.274001382418646
sell_short,14015,
buy_cover,14039,4.385122873902219
sell_short,14040,
buy_cover,14062,16.029200278844655
sell_short,14063,
buy_cover,14087,47.057906392900804
sell_short,14088,
buy_cover,14095,-28.427349248580867
sell_short,14096,
buy_cover,14108,-20.914617404690034
buy,14113,
sell,14117,-144.82019502010826
sell_short,14129,
buy_cover,14142,-89.84047085378279
buy,14148,
sell,14154,-52.33156042169958
sell_short,14159,
buy_cover,14173,-17.63819877889182
buy,14196,
sell,14210,-39.58924692079381
buy,14216,
sell,14240,-10.750074746450991
buy,14242,
sell,14255,-43.711036313544355
sell_short,14263,
buy_cover,14287,31.58329009886893
sell_short,14289,
buy_cover,14313,8.507904026990218
sell_short,14314,
buy_cover,14322,-24.783343147384585
buy,14332,
sell,14356,71.84919363439712
buy,14361,
sell,14385,4.4023996546739
buy,14390,
sell,14414,267.70446008751605
buy,14427,
sell,14444,-7.4488914045668935
buy,14445,
sell,14457,-59.137984977794986
sell_short,14463,
buy_cover,14479,-16.76299908800229
buy,14483,
sell,14484,-12.793510429416528
sell_short,14488,
buy_cover,14504,-21.23280719964987
sell_short,14507,
buy_cover,14509,-45.35687364403748
buy,14514,
sell,14518,-49.63984014931248
sell_short,14532,
buy_cover,14541,-17.806594438943648
sell_short,14544,
buy_cover,14568,18.477072569558004
sell_short,14572,
buy_cover,14587,18.66541381886327
sell_short,14588,
buy_cover,14611,0.6630918375958572
sell_short,14612,
buy_cover,14636,108.63682194304783
sell_short,14671,
buy_cover,14695,9.276471443033188
sell_short,14696,
buy_cover,14704,-21.988164868777858
buy,14710,
sell,14728,-3.161766549253116
sell_short,14730,
buy_cover,14731,-2.264564257285201
sell_short,14734,
buy_cover,14735,1.2648277913685888
buy,14736,
sell,14746,-23.71962085213727
sell_short,14755,
buy_cover,14776,-2.3453194399880886
sell_short,14778,
buy_cover,14797,-13.108342232700124
buy,14798,
sell,14799,-5.464907888146627
buy,14805,
sell,14813,-19.95160620988645
sell_short,14815,
buy_cover,14816,-10.31347993349118
sell_short,14817,
buy_cover,14841,14.341792148547938
sell_short,14842,
buy_cover,14859,10.129631109187358
sell_short,14860,
buy_cover,14877,30.95331356344468
sell_short,14879,
buy_cover,14903,86.48617343029855
sell_short,14909,
buy_cover,14933,17.750296861700008
sell_short,14940,
buy_cover,14945,-24.679428888181064
buy,14964,
sell,14983,7.179574250260885
buy,14985,
sell,15001,-24.754016587422484
sell_short,15006,
buy_cover,15030,102.95611605658723
sell_short,15043,
buy_cover,15067,49.740356707909996
sell_short,15072,
buy_cover,15089,38.07239730557194
sell_short,15098,
buy_cover,15108,-33.36810022067857
sell_short,15110,
buy_cover,15116,-26.018942514154332
buy,15119,
sell,15129,-13.356724306065189
sell_short,15135,
buy_cover,15136,-10.800264831718778
buy,15137,
sell,15157,-2.6088700763611996
sell_short,15158,
buy_cover,15159,-2.216845930573072
buy,15160,
sell,15164,-35.707579107043784
sell_short,15173,
buy_cover,15181,-27.9274820400542
buy,15197,
sell,15221,66.17527928891013
buy,15229,
sell,15234,-23.785282918474877
buy,15235,
sell,15259,35.287602305513246
buy,15262,
sell,15273,-51.47064349035645
buy,15276,
sell,15278,-19.465546595999513
buy,15292,
sell,15293,3.305841533590865
buy,15295,
sell,15296,-4.571035176792066
buy,15297,
sell,15298,-15.664688536498943
sell_short,15299,
buy_cover,15310,-48.74164155867766
buy,15313,
sell,15337,50.97394514012285
buy,15338,
sell,15351,-11.54233264694085
buy,15356,
sell,15357,-32.178778349933054
buy,15367,
sell,15368,-7.379383179748402
sell_short,15369,
buy_cover,15393,21.256965627226236
sell_short,15394,
buy_cover,15408,-25.56813071509714
buy,15410,
sell,15415,-37.35949100544258
sell_short,15432,
buy_cover,15449,-23.977070233672748
buy,15458,
sell,15466,-24.052011212791513
sell_short,15468,
buy_cover,15469,-34.233575095819106
buy,15474,
sell,15498,12.804802679810564
buy,15499,
sell,15523,18.834570010002608
buy,15524,
sell,15534,-24.502280685689584
sell_short,15541,
buy_cover,15558,20.225948743436675
sell_short,15559,
buy_cover,15583,-6.505014845059122
buy,15587,
sell,15588,-2.1368593939741913
buy,15591,
sell,15596,-30.198289137107167
sell_short,15602,
buy_cover,15618,-20.34352581738949
buy,15642,
sell,15660,-28.873871794387014
buy,15663,
sell,15664,-17.892761129179235
sell_short,15665,
buy_cover,15668,-35.018490776103135
buy,15683,
sell,15696,-33.3561765255763
buy,15698,
sell,15722,106.29427890569968
buy,15730,
sell,15754,90.62575038145496
buy,15766,
sell,15780,-19.626606205581083
buy,15781,
sell,15805,17.8924465242535
buy,15806,
sell,15830,17.524624829353343
buy,15850,
sell,15859,-45.497666391092935
buy,15870,
sell,15876,-34.58019227053683
sell_short,15884,
buy_cover,15904,-28.759395811427567
buy,15905,
sell,15906,-16.192192344638897
sell_short,15909,
buy_cover,15912,-31.972130248444955
buy,15913,
sell,15915,-16.256454648178988
sell_short,15916,
buy_cover,15921,-11.478206514569138
sell_short,15922,
buy_cover,15937,-12.639980028572609
buy,15945,
sell,15952,-25.41442020575323
sell_short,15953,
buy_cover,15954,-12.366894741252509
sell_short,15956,
buy_cover,15970,64.48526378908264
sell_short,15974,
buy_cover,15998,78.3667947824033
sell_short,16017,
buy_cover,16027,-28.481864309059347
sell_short,16028,
buy_cover,16039,-4.984935538503123
buy,16047,
sell,16061,-41.657863976269255
sell_short,16099,
buy_cover,16109,-42.498448220628234
sell_short,16120,
buy_cover,16121,-6.157114149685185
buy,16122,
sell,16129,-21.541039077525056
sell_short,16135,
buy_cover,16144,-19.70348511019438
sell_short,16147,
buy_cover,16148,-5.200664576042072
buy,16158,
sell,16172,-61.45538622866661
sell_short,16184,
buy_cover,16204,-8.466320478571106
sell_short,16206,
buy_cover,16211,-24.40535117201398
buy,16221,
sell,16245,13.011519048339323
buy,16247,
sell,16268,-16.091663986725507
buy,16280,
sell,16283,-17.954009450924787
buy,16285,
sell,16286,-8.903542829979415
buy,16287,
sell,16288,-8.71756038744843
sell_short,16312,
buy_cover,16324,-16.27505808432852
sell_short,16325,
buy_cover,16345,-10.749734351818006
buy,16346,
sell,16351,-19.390751115704006
sell_short,16353,
buy_cover,16355,-25.768196228520537
buy,16357,
sell,16364,-29.788740552444324
sell_short,16369,
buy_cover,16381,-17.63250195155524
buy,16382,
sell,16383,-4.228856155720678
buy,16404,
sell,16421,-48.317469965031705
sell_short,16430,
buy_cover,16443,-29.02024309234548
buy,16448,
sell,16449,-10.322091613398698
sell_short,16451,
buy_cover,16475,-1.4704342541435835
sell_short,16476,
buy_cover,16480,-11.337489237656882
buy,16487,
sell,16509,-15.230757487838673
sell_short,16510,
buy_cover,16511,3.36702066844191
sell_short,16522,
buy_cover,16532,0.6799542789349289
sell_short,16533,
buy_cover,16552,-4.0803401142475195
buy,16553,
sell,16554,-2.563820937899436
buy,16555,
sell,16556,-5.339542213499044
buy,16560,
sell,16567,-12.512792349244592
buy,16568,
sell,16592,0.6803006293202998
buy,16593,
sell,16602,-10.606321507515531
sell_short,16604,
buy_cover,16614,-6.35582722320396
buy,16615,
sell,16616,-3.792424663555721
buy,16617,
sell,16618,-8.230471807165486
sell_short,16619,
buy_cover,16640,-11.662539932647633
buy,16641,
sell,16656,-6.910192808930333
sell_short,16657,
buy_cover,16658,-12.798207476883363
buy,16662,
sell,16675,-6.28445959693272
sell_short,16677,
buy_cover,16678,-2.703108244321811
sell_short,16688,
buy_cover,16700,-6.044468945096014
buy,16701,
sell,16702,-6.732658176840232
buy,16703,
sell,16704,-6.561692247399151
sell_short,16705,
buy_cover,16717,-6.324654728127825
buy,16718,
sell,16732,-23.915382994531683
sell_short,16744,
buy_cover,16765,-12.324222962953172
buy,16766,
sell,16767,-6.5925164081909315
buy,16768,
sell,16769,-7.5609083050376285
sell_short,16770,
buy_cover,16788,-2.152861218823091
buy,16789,
sell,16790,-5.6006070562616515
buy,16791,
sell,16792,-6.352677552885325
buy,16793,
sell,16817,11.095122929590616
buy,16818,
sell,16834,-11.749503783918044
sell_short,16836,
buy_cover,16837,-5.035872302906682
sell_short,16838,
buy_cover,16839,-6.485882689729806
buy,16840,
sell,16845,-8.908591719309698
sell_short,16846,
buy_cover,16850,-8.592994817922772
sell_short,16851,
buy_cover,16859,-6.511800810659224
buy,16860,
sell,16865,-10.501600874713404
sell_short,16866,
buy_cover,16883,7.801540893731726
sell_short,16884,
buy_cover,16888,-22.29544689928389
buy,16912,
sell,16923,-6.981639239256765
buy,16924,
sell,16939,-0.2755005918752431
buy,16940,
sell,16959,0.3570790735366245
buy,16960,
sell,16977,-8.399570235831561
sell_short,16979,
buy_cover,16980,-0.35045746858213533
sell_short,16981,
buy_cover,16982,-6.642620768089728
sell_short,16983,
buy_cover,16988,-3.9672620813871617
sell_short,16989,
buy_cover,16996,-11.852472078598112
buy,16998,
sell,17022,28.774697538638975
buy,17024,
sell,17048,18.384281691131036
buy,17073,
sell,17081,-7.764877101909406
buy,17082,
sell,17089,-23.009900097913487
sell_short,17093,
buy_cover,17094,-13.33421985309542
buy,17100,
sell,17108,-30.105314063923288
sell_short,17109,
buy_cover,17111,-17.398340682872004
sell_short,17112,
buy_cover,17113,-8.238788336028847
buy,17121,
sell,17136,37.05180777719215
buy,17166,
sell,17173,-24.718349007664074
buy,17174,
sell,17179,-36.59712196689361
sell_short,17224,
buy_cover,17229,-17.12103793708502
sell_short,17230,
buy_cover,17254,-7.650098155307205
sell_short,17255,
buy_cover,17279,10.341425146996698
