type,step,pnl
sell_short,956,
buy_cover,957,32.650413888321054
sell_short,1366,
buy_cover,1367,2.8295741106248897
sell_short,1450,
buy_cover,1451,-23.744532037049794
sell_short,1747,
buy_cover,1748,-7.617380752288227
sell_short,2262,
buy_cover,2263,-3.2226771519617614
