step,timestamp,equity
0,1776432300000,10000.0
1,1776432600000,10000.0
2,1776432900000,10000.0
3,1776433200000,10000.0
4,1776433500000,10000.0
5,1776433800000,10000.0
6,1776434100000,10000.0
7,1776434400000,10000.0
8,1776434700000,10000.0
9,1776435000000,10000.0
10,1776435300000,10000.0
11,1776435600000,10000.0
12,1776435900000,10000.0
13,1776436200000,10000.0
14,1776436500000,10000.0
15,1776436800000,10000.0
16,1776437100000,10000.0
17,1776437400000,10000.0
18,1776437700000,10000.0
19,1776438000000,10000.0
20,1776438300000,10000.0
21,1776438600000,10000.0
22,1776438900000,10000.0
23,1776439200000,10000.0
24,1776439500000,10000.0
25,1776439800000,10000.0
26,1776440100000,10000.0
27,1776440400000,10000.0
28,1776440700000,10000.0
29,1776441000000,10000.0
30,1776441300000,10000.0
31,1776441600000,10000.0
32,1776441900000,10000.0
33,1776442200000,10000.0
34,1776442500000,10000.0
35,1776442800000,10000.0
36,1776443100000,10000.0
37,1776443400000,10000.0
38,1776443700000,10000.0
39,1776444000000,10000.0
40,1776444300000,10000.0
41,1776444600000,10000.0
42,1776444900000,10000.0
43,1776445200000,10000.0
44,1776445500000,10000.0
45,1776445800000,10000.0
46,1776446100000,10000.0
47,1776446400000,10000.0
48,1776446700000,10000.0
49,1776447000000,10000.0
50,1776447300000,10000.0
51,1776447600000,10000.0
52,1776447900000,10000.0
53,1776448200000,10000.0
54,1776448500000,10000.0
55,1776448800000,10000.0
56,1776449100000,10000.0
57,1776449400000,10000.0
58,1776449700000,10000.0
59,1776450000000,10000.0
60,1776450300000,10000.0
61,1776450600000,10000.0
62,1776450900000,10000.0
63,1776451200000,10000.0
64,1776451500000,10000.0
65,1776451800000,10000.0
66,1776452100000,10000.0
67,1776452400000,10000.0
68,1776452700000,10000.0
69,1776453000000,10000.0
70,1776453300000,10000.0
71,1776453600000,10000.0
72,1776453900000,10000.0
73,1776454200000,10000.0
74,1776454500000,10000.0
75,1776454800000,10000.0
76,1776455100000,10000.0
77,1776455400000,10000.0
78,1776455700000,10000.0
79,1776456000000,10000.0
80,1776456300000,10000.0
81,1776456600000,10000.0
82,1776456900000,10000.0
83,1776457200000,10000.0
84,1776457500000,10000.0
85,1776457800000,10000.0
86,1776458100000,10000.0
87,1776458400000,10000.0
88,1776458700000,10000.0
89,1776459000000,10000.0
90,1776459300000,10000.0
91,1776459600000,10000.0
92,1776459900000,10000.0
93,1776460200000,10000.0
94,1776460500000,10000.0
95,1776460800000,10000.0
96,1776461100000,10000.0
97,1776461400000,10000.0
98,1776461700000,10000.0
99,1776462000000,10000.0
100,1776462300000,10000.0
101,1776462600000,10000.0
102,1776462900000,10000.0
103,1776463200000,10000.0
104,1776463500000,10000.0
105,1776463800000,10000.0
106,1776464100000,10000.0
107,1776464400000,10000.0
108,1776464700000,10000.0
109,1776465000000,10000.0
110,1776465300000,10000.0
111,1776465600000,10000.0
112,1776465900000,10000.0
113,1776466200000,10000.0
114,1776466500000,10000.0
115,1776466800000,10000.0
116,1776467100000,10000.0
117,1776467400000,10000.0
118,1776467700000,10000.0
119,1776468000000,10000.0
120,1776468300000,10000.0
121,1776468600000,10000.0
122,1776468900000,10000.0
123,1776469200000,10000.0
124,1776469500000,10000.0
125,1776469800000,10000.0
126,1776470100000,10000.0
127,1776470400000,10000.0
128,1776470700000,10000.0
129,1776471000000,10000.0
130,1776471300000,10000.0
131,1776471600000,10000.0
132,1776471900000,10000.0
133,1776472200000,10000.0
134,1776472500000,10000.0
135,1776472800000,10000.0
136,1776473100000,10000.0
137,1776473400000,10000.0
138,1776473700000,10000.0
139,1776474000000,10000.0
140,1776474300000,10000.0
141,1776474600000,10000.0
142,1776474900000,10000.0
143,1776475200000,10000.0
144,1776475500000,10000.0
145,1776475800000,10000.0
146,1776476100000,10000.0
147,1776476400000,10000.0
148,1776476700000,10000.0
149,1776477000000,10000.0
150,1776477300000,10000.0
151,1776477600000,10000.0
152,1776477900000,10000.0
153,1776478200000,10000.0
154,1776478500000,10000.0
155,1776478800000,10000.0
156,1776479100000,10000.0
157,1776479400000,10000.0
158,1776479700000,10000.0
159,1776480000000,10000.0
160,1776480300000,10000.0
161,1776480600000,10000.0
162,1776480900000,10000.0
163,1776481200000,10000.0
164,1776481500000,10000.0
165,1776481800000,10000.0
166,1776482100000,10000.0
167,1776482400000,10000.0
168,1776482700000,10000.0
169,1776483000000,10000.0
170,1776483300000,10000.0
171,1776483600000,10000.0
172,1776483900000,10000.0
173,1776484200000,10000.0
174,1776484500000,10000.0
175,1776484800000,10000.0
176,1776485100000,10000.0
177,1776485400000,10000.0
178,1776485700000,10000.0
179,1776486000000,10000.0
180,1776486300000,10000.0
181,1776486600000,10000.0
182,1776486900000,10000.0
183,1776487200000,10000.0
184,1776487500000,10000.0
185,1776487800000,10000.0
186,1776488100000,10000.0
187,1776488400000,10000.0
188,1776488700000,10000.0
189,1776489000000,10000.0
190,1776489300000,10000.0
191,1776489600000,10000.0
192,1776489900000,10000.0
193,1776490200000,10000.0
194,1776490500000,10000.0
195,1776490800000,10000.0
196,1776491100000,10000.0
197,1776491400000,10000.0
198,1776491700000,10000.0
199,1776492000000,10000.0
200,1776492300000,10000.0
201,1776492600000,10000.0
202,1776492900000,10000.0
203,1776493200000,10000.0
204,1776493500000,10000.0
205,1776493800000,10000.0
206,1776494100000,10000.0
207,1776494400000,10000.0
208,1776494700000,10000.0
209,1776495000000,10000.0
210,1776495300000,10000.0
211,1776495600000,10000.0
212,1776495900000,10000.0
213,1776496200000,10000.0
214,1776496500000,10000.0
215,1776496800000,10000.0
216,1776497100000,10000.0
217,1776497400000,10000.0
218,1776497700000,10000.0
219,1776498000000,10000.0
220,1776498300000,10000.0
221,1776498600000,10000.0
222,1776498900000,10000.0
223,1776499200000,10000.0
224,1776499500000,10000.0
225,1776499800000,10000.0
226,1776500100000,10000.0
227,1776500400000,10000.0
228,1776500700000,10000.0
229,1776501000000,10000.0
230,1776501300000,10000.0
231,1776501600000,10000.0
232,1776501900000,10000.0
233,1776502200000,10000.0
234,1776502500000,10000.0
235,1776502800000,10000.0
236,1776503100000,10000.0
237,1776503400000,10000.0
238,1776503700000,10000.0
239,1776504000000,10000.0
240,1776504300000,10000.0
241,1776504600000,10000.0
242,1776504900000,10000.0
243,1776505200000,10000.0
244,1776505500000,10000.0
245,1776505800000,10000.0
246,1776506100000,10000.0
247,1776506400000,10000.0
248,1776506700000,10000.0
249,1776507000000,10000.0
250,1776507300000,10000.0
251,1776507600000,10000.0
252,1776507900000,10000.0
253,1776508200000,10000.0
254,1776508500000,10000.0
255,1776508800000,10000.0
256,1776509100000,10000.0
257,1776509400000,10000.0
258,1776509700000,10000.0
259,1776510000000,10000.0
260,1776510300000,10000.0
261,1776510600000,10000.0
262,1776510900000,10000.0
263,1776511200000,10000.0
264,1776511500000,10000.0
265,1776511800000,10000.0
266,1776512100000,10000.0
267,1776512400000,10000.0
268,1776512700000,10000.0
269,1776513000000,10000.0
270,1776513300000,10000.0
271,1776513600000,10000.0
272,1776513900000,10000.0
273,1776514200000,10000.0
274,1776514500000,10000.0
275,1776514800000,10000.0
276,1776515100000,10000.0
277,1776515400000,10000.0
278,1776515700000,10000.0
279,1776516000000,10000.0
280,1776516300000,10000.0
281,1776516600000,10000.0
282,1776516900000,10000.0
283,1776517200000,10000.0
284,1776517500000,10000.0
285,1776517800000,10000.0
286,1776518100000,10000.0
287,1776518400000,10000.0
288,1776518700000,10000.0
289,1776519000000,10000.0
290,1776519300000,10000.0
291,1776519600000,10000.0
292,1776519900000,10000.0
293,1776520200000,10000.0
294,1776520500000,10000.0
295,1776520800000,10000.0
296,1776521100000,10000.0
297,1776521400000,10000.0
298,1776521700000,10000.0
299,1776522000000,10000.0
300,1776522300000,10000.0
301,1776522600000,10000.0
302,1776522900000,10000.0
303,1776523200000,10000.0
304,1776523500000,10000.0
305,1776523800000,10000.0
306,1776524100000,10000.0
307,1776524400000,10000.0
308,1776524700000,10000.0
309,1776525000000,10000.0
310,1776525300000,10000.0
311,1776525600000,10000.0
312,1776525900000,10000.0
313,1776526200000,10000.0
314,1776526500000,10000.0
315,1776526800000,10000.0
316,1776527100000,10000.0
317,1776527400000,10000.0
318,1776527700000,10000.0
319,1776528000000,10000.0
320,1776528300000,10000.0
321,1776528600000,10000.0
322,1776528900000,10000.0
323,1776529200000,10000.0
324,1776529500000,10000.0
325,1776529800000,10000.0
326,1776530100000,10000.0
327,1776530400000,10000.0
328,1776530700000,10000.0
329,1776531000000,10000.0
330,1776531300000,10000.0
331,1776531600000,10000.0
332,1776531900000,10000.0
333,1776532200000,10000.0
334,1776532500000,10000.0
335,1776532800000,10000.0
336,1776533100000,10000.0
337,1776533400000,10000.0
338,1776533700000,10000.0
339,1776534000000,10000.0
340,1776534300000,10000.0
341,1776534600000,10000.0
342,1776534900000,10000.0
343,1776535200000,10000.0
344,1776535500000,10000.0
345,1776535800000,10000.0
346,1776536100000,10000.0
347,1776536400000,10000.0
348,1776536700000,10000.0
349,1776537000000,10000.0
350,1776537300000,10000.0
351,1776537600000,10000.0
352,1776537900000,10000.0
353,1776538200000,10000.0
354,1776538500000,10000.0
355,1776538800000,10000.0
356,1776539100000,10000.0
357,1776539400000,10000.0
358,1776539700000,10000.0
359,1776540000000,10000.0
360,1776540300000,10000.0
361,1776540600000,10000.0
362,1776540900000,10000.0
363,1776541200000,10000.0
364,1776541500000,10000.0
365,1776541800000,10000.0
366,1776542100000,10000.0
367,1776542400000,10000.0
368,1776542700000,10000.0
369,1776543000000,10000.0
370,1776543300000,10000.0
371,1776543600000,10000.0
372,1776543900000,10000.0
373,1776544200000,10000.0
374,1776544500000,10000.0
375,1776544800000,10000.0
376,1776545100000,10000.0
377,1776545400000,10000.0
378,1776545700000,10000.0
379,1776546000000,10000.0
380,1776546300000,10000.0
381,1776546600000,10000.0
382,1776546900000,10000.0
383,1776547200000,10000.0
384,1776547500000,10000.0
385,1776547800000,10000.0
386,1776548100000,10000.0
387,1776548400000,10000.0
388,1776548700000,10000.0
389,1776549000000,10000.0
390,1776549300000,10000.0
391,1776549600000,10000.0
392,1776549900000,10000.0
393,1776550200000,10000.0
394,1776550500000,10000.0
395,1776550800000,10000.0
396,1776551100000,10000.0
397,1776551400000,10000.0
398,1776551700000,10000.0
399,1776552000000,10000.0
400,1776552300000,10000.0
401,1776552600000,10000.0
402,1776552900000,10000.0
403,1776553200000,10000.0
404,1776553500000,10000.0
405,1776553800000,10000.0
406,1776554100000,10000.0
407,1776554400000,10000.0
408,1776554700000,10000.0
409,1776555000000,10000.0
410,1776555300000,10000.0
411,1776555600000,10000.0
412,1776555900000,10000.0
413,1776556200000,10000.0
414,1776556500000,10000.0
415,1776556800000,10000.0
416,1776557100000,10000.0
417,1776557400000,10000.0
418,1776557700000,10000.0
419,1776558000000,10000.0
420,1776558300000,10000.0
421,1776558600000,10000.0
422,1776558900000,10000.0
423,1776559200000,10000.0
424,1776559500000,10000.0
425,1776559800000,10000.0
426,1776560100000,10000.0
427,1776560400000,10000.0
428,1776560700000,10000.0
429,1776561000000,10000.0
430,1776561300000,10000.0
431,1776561600000,10000.0
432,1776561900000,10000.0
433,1776562200000,10000.0
434,1776562500000,10000.0
435,1776562800000,10000.0
436,1776563100000,10000.0
437,1776563400000,10000.0
438,1776563700000,10000.0
439,1776564000000,10000.0
440,1776564300000,10000.0
441,1776564600000,10000.0
442,1776564900000,10000.0
443,1776565200000,10000.0
444,1776565500000,10000.0
445,1776565800000,10000.0
446,1776566100000,10000.0
447,1776566400000,10000.0
448,1776566700000,10000.0
449,1776567000000,10000.0
450,1776567300000,10000.0
451,1776567600000,10000.0
452,1776567900000,10000.0
453,1776568200000,10000.0
454,1776568500000,10000.0
455,1776568800000,10000.0
456,1776569100000,10000.0
457,1776569400000,10000.0
458,1776569700000,10000.0
459,1776570000000,10000.0
460,1776570300000,10000.0
461,1776570600000,10000.0
462,1776570900000,10000.0
463,1776571200000,10000.0
464,1776571500000,10000.0
465,1776571800000,10000.0
466,1776572100000,10000.0
467,1776572400000,10000.0
468,1776572700000,10000.0
469,1776573000000,10000.0
470,1776573300000,10000.0
471,1776573600000,10000.0
472,1776573900000,10000.0
473,1776574200000,10000.0
474,1776574500000,10000.0
475,1776574800000,10000.0
476,1776575100000,10000.0
477,1776575400000,10000.0
478,1776575700000,10000.0
479,1776576000000,10000.0
480,1776576300000,10000.0
481,1776576600000,10000.0
482,1776576900000,10000.0
483,1776577200000,10000.0
484,1776577500000,10000.0
485,1776577800000,10000.0
486,1776578100000,10000.0
487,1776578400000,10000.0
488,1776578700000,10000.0
489,1776579000000,10000.0
490,1776579300000,10000.0
491,1776579600000,10000.0
492,1776579900000,10000.0
493,1776580200000,10000.0
494,1776580500000,10000.0
495,1776580800000,10000.0
496,1776581100000,10000.0
497,1776581400000,10000.0
498,1776581700000,10000.0
499,1776582000000,10000.0
500,1776582300000,10000.0
501,1776582600000,10000.0
502,1776582900000,10000.0
503,1776583200000,10000.0
504,1776583500000,10000.0
505,1776583800000,10000.0
506,1776584100000,10000.0
507,1776584400000,10000.0
508,1776584700000,10000.0
509,1776585000000,10000.0
510,1776585300000,10000.0
511,1776585600000,10000.0
512,1776585900000,10000.0
513,1776586200000,10000.0
514,1776586500000,10000.0
515,1776586800000,10000.0
516,1776587100000,10000.0
517,1776587400000,10000.0
518,1776587700000,10000.0
519,1776588000000,10000.0
520,1776588300000,10000.0
521,1776588600000,10000.0
522,1776588900000,10000.0
523,1776589200000,10000.0
524,1776589500000,10000.0
525,1776589800000,10000.0
526,1776590100000,10000.0
527,1776590400000,10000.0
528,1776590700000,10000.0
529,1776591000000,10000.0
530,1776591300000,10000.0
531,1776591600000,10000.0
532,1776591900000,10000.0
533,1776592200000,10000.0
534,1776592500000,10000.0
535,1776592800000,10000.0
536,1776593100000,10000.0
537,1776593400000,10000.0
538,1776593700000,10000.0
539,1776594000000,10000.0
540,1776594300000,10000.0
541,1776594600000,10000.0
542,1776594900000,10000.0
543,1776595200000,10000.0
544,1776595500000,10000.0
545,1776595800000,10000.0
546,1776596100000,10000.0
547,1776596400000,10000.0
548,1776596700000,10000.0
549,1776597000000,10000.0
550,1776597300000,10000.0
551,1776597600000,10000.0
552,1776597900000,10000.0
553,1776598200000,10000.0
554,1776598500000,10000.0
555,1776598800000,10000.0
556,1776599100000,10000.0
557,1776599400000,10000.0
558,1776599700000,10000.0
559,1776600000000,10000.0
560,1776600300000,10000.0
561,1776600600000,10000.0
562,1776600900000,10000.0
563,1776601200000,10000.0
564,1776601500000,10000.0
565,1776601800000,10000.0
566,1776602100000,10000.0
567,1776602400000,10000.0
568,1776602700000,10000.0
569,1776603000000,10000.0
570,1776603300000,10000.0
571,1776603600000,10000.0
572,1776603900000,10000.0
573,1776604200000,10000.0
574,1776604500000,10000.0
575,1776604800000,10000.0
576,1776605100000,10000.0
577,1776605400000,10000.0
578,1776605700000,10000.0
579,1776606000000,10000.0
580,1776606300000,10000.0
581,1776606600000,10000.0
582,1776606900000,10000.0
583,1776607200000,10000.0
584,1776607500000,10000.0
585,1776607800000,10000.0
586,1776608100000,10000.0
587,1776608400000,10000.0
588,1776608700000,10000.0
589,1776609000000,10000.0
590,1776609300000,10000.0
591,1776609600000,10000.0
592,1776609900000,10000.0
593,1776610200000,10000.0
594,1776610500000,10000.0
595,1776610800000,10000.0
596,1776611100000,10000.0
597,1776611400000,10000.0
598,1776611700000,10000.0
599,1776612000000,10000.0
600,1776612300000,10000.0
601,1776612600000,10000.0
602,1776612900000,10000.0
603,1776613200000,10000.0
604,1776613500000,10000.0
605,1776613800000,10000.0
606,1776614100000,10000.0
607,1776614400000,10000.0
608,1776614700000,10000.0
609,1776615000000,10000.0
610,1776615300000,10000.0
611,1776615600000,10000.0
612,1776615900000,10000.0
613,1776616200000,10000.0
614,1776616500000,10000.0
615,1776616800000,10000.0
616,1776617100000,10000.0
617,1776617400000,10000.0
618,1776617700000,10000.0
619,1776618000000,10000.0
620,1776618300000,10000.0
621,1776618600000,10000.0
622,1776618900000,10000.0
623,1776619200000,10000.0
624,1776619500000,10000.0
625,1776619800000,10000.0
626,1776620100000,10000.0
627,1776620400000,10000.0
628,1776620700000,10000.0
629,1776621000000,10000.0
630,1776621300000,10000.0
631,1776621600000,10000.0
632,1776621900000,10000.0
633,1776622200000,10000.0
634,1776622500000,10000.0
635,1776622800000,10000.0
636,1776623100000,10000.0
637,1776623400000,10000.0
638,1776623700000,10000.0
639,1776624000000,10000.0
640,1776624300000,10000.0
641,1776624600000,10000.0
642,1776624900000,10000.0
643,1776625200000,10000.0
644,1776625500000,10000.0
645,1776625800000,10000.0
646,1776626100000,10000.0
647,1776626400000,10000.0
648,1776626700000,10000.0
649,1776627000000,10000.0
650,1776627300000,10000.0
651,1776627600000,10000.0
652,1776627900000,10000.0
653,1776628200000,10000.0
654,1776628500000,10000.0
655,1776628800000,10000.0
656,1776629100000,10000.0
657,1776629400000,10000.0
658,1776629700000,10000.0
659,1776630000000,10000.0
660,1776630300000,10000.0
661,1776630600000,10000.0
662,1776630900000,10000.0
663,1776631200000,10000.0
664,1776631500000,10000.0
665,1776631800000,10000.0
666,1776632100000,10000.0
667,1776632400000,10000.0
668,1776632700000,10000.0
669,1776633000000,10000.0
670,1776633300000,10000.0
671,1776633600000,10000.0
672,1776633900000,10000.0
673,1776634200000,10000.0
674,1776634500000,10000.0
675,1776634800000,10000.0
676,1776635100000,10000.0
677,1776635400000,10000.0
678,1776635700000,10000.0
679,1776636000000,10000.0
680,1776636300000,10000.0
681,1776636600000,10000.0
682,1776636900000,10000.0
683,1776637200000,10000.0
684,1776637500000,10000.0
685,1776637800000,10000.0
686,1776638100000,10000.0
687,1776638400000,10000.0
688,1776638700000,10000.0
689,1776639000000,10000.0
690,1776639300000,10000.0
691,1776639600000,10000.0
692,1776639900000,10000.0
693,1776640200000,10000.0
694,1776640500000,10000.0
695,1776640800000,10000.0
696,1776641100000,10000.0
697,1776641400000,10000.0
698,1776641700000,10000.0
699,1776642000000,10000.0
700,1776642300000,10000.0
701,1776642600000,10000.0
702,1776642900000,10000.0
703,1776643200000,10000.0
704,1776643500000,10000.0
705,1776643800000,10000.0
706,1776644100000,10000.0
707,1776644400000,10000.0
708,1776644700000,10000.0
709,1776645000000,10000.0
710,1776645300000,10000.0
711,1776645600000,10000.0
712,1776645900000,10000.0
713,1776646200000,10000.0
714,1776646500000,10000.0
715,1776646800000,10000.0
716,1776647100000,10000.0
717,1776647400000,10000.0
718,1776647700000,10000.0
719,1776648000000,10000.0
720,1776648300000,10000.0
721,1776648600000,10000.0
722,1776648900000,10000.0
723,1776649200000,10000.0
724,1776649500000,10000.0
725,1776649800000,10000.0
726,1776650100000,10000.0
727,1776650400000,10000.0
728,1776650700000,10000.0
729,1776651000000,10000.0
730,1776651300000,10000.0
731,1776651600000,10000.0
732,1776651900000,10000.0
733,1776652200000,10000.0
734,1776652500000,10000.0
735,1776652800000,10000.0
736,1776653100000,10000.0
737,1776653400000,10000.0
738,1776653700000,10000.0
739,1776654000000,10000.0
740,1776654300000,10000.0
741,1776654600000,10000.0
742,1776654900000,10000.0
743,1776655200000,10000.0
744,1776655500000,10000.0
745,1776655800000,10000.0
746,1776656100000,10000.0
747,1776656400000,10000.0
748,1776656700000,10000.0
749,1776657000000,10000.0
750,1776657300000,10000.0
751,1776657600000,10000.0
752,1776657900000,10000.0
753,1776658200000,10000.0
754,1776658500000,10000.0
755,1776658800000,10000.0
756,1776659100000,10000.0
757,1776659400000,10000.0
758,1776659700000,10000.0
759,1776660000000,10000.0
760,1776660300000,10000.0
761,1776660600000,10000.0
762,1776660900000,10000.0
763,1776661200000,10000.0
764,1776661500000,10000.0
765,1776661800000,10000.0
766,1776662100000,10000.0
767,1776662400000,10000.0
768,1776662700000,10000.0
769,1776663000000,10000.0
770,1776663300000,10000.0
771,1776663600000,10000.0
772,1776663900000,10000.0
773,1776664200000,10000.0
774,1776664500000,10000.0
775,1776664800000,10000.0
776,1776665100000,10000.0
777,1776665400000,10000.0
778,1776665700000,10000.0
779,1776666000000,10000.0
780,1776666300000,10000.0
781,1776666600000,10000.0
782,1776666900000,10000.0
783,1776667200000,10000.0
784,1776667500000,10000.0
785,1776667800000,10000.0
786,1776668100000,10000.0
787,1776668400000,10000.0
788,1776668700000,10000.0
789,1776669000000,10000.0
790,1776669300000,10000.0
791,1776669600000,10000.0
792,1776669900000,10000.0
793,1776670200000,10000.0
794,1776670500000,10000.0
795,1776670800000,10000.0
796,1776671100000,10000.0
