datetime,close,signal,position,equity
2026-04-15 19:15:00,74654.04,2,1,10119.62292049203
2026-04-15 19:20:00,74646.39,2,1,10118.58593555
2026-04-15 19:25:00,74719.99,2,1,10128.562679567447
2026-04-15 19:30:00,74944.43,2,1,10158.98632667717
2026-04-15 19:35:00,75144.03,2,1,10186.042822681005
2026-04-15 19:40:00,75068.15,2,1,10175.757016484757
2026-04-15 19:45:00,75037.79,2,1,10171.64160957756
2026-04-15 19:50:00,75060.83,2,1,10174.764764226502
2026-04-15 19:55:00,75002.6,2,1,10166.871478844221
2026-04-15 20:00:00,74855.01,2,1,10146.86512491032
2026-04-15 20:05:00,74770.07,2,1,10135.3512032141
2026-04-15 20:10:00,74668.55,2,1,10121.589803042209
2026-04-15 20:15:00,74603.1,2,1,10112.71782076039
2026-04-15 20:20:00,74635.5,2,1,10117.109756985461
2026-04-15 20:25:00,74766.13,2,1,10134.817122080558
2026-04-15 20:30:00,74763.94,2,1,10134.520259724604
2026-04-15 20:35:00,74670.89,2,1,10121.906998436241
2026-04-15 20:40:00,74738.77,2,1,10131.108375934942
2026-04-15 20:45:00,74773.6,2,1,10135.829707376894
2026-04-15 20:50:00,74844.73,2,1,10145.471634033971
2026-04-15 20:55:00,74841.68,2,1,10145.05819559303
2026-04-15 21:00:00,74792.1,2,1,10138.337448739974
2026-04-15 21:05:00,74760.0,2,1,10133.98617859106
2026-04-15 21:10:00,74724.37,2,1,10129.156404279353
2026-04-15 21:15:00,74641.84,2,1,10117.969166728268
2026-04-15 21:20:00,74677.15,2,1,10122.755563892073
2026-04-15 21:25:00,74639.56,2,1,10117.660104549466
2026-04-15 21:30:00,74553.99,2,1,10106.060784093315
2026-04-15 21:35:00,74713.66,2,1,10127.704625360511
2026-04-15 21:40:00,74730.02,2,1,10129.922282046999
2026-04-15 21:45:00,74739.58,2,1,10131.218174340569
2026-04-15 21:50:00,74801.01,2,1,10139.545231201868
2026-04-15 21:55:00,74743.1,2,1,10131.695322967491
2026-04-15 22:00:00,74999.24,2,1,10166.41601879125
2026-04-15 22:05:00,75137.57,2,1,10185.167146507736
2026-04-15 22:10:00,75040.14,2,1,10171.960160507466
2026-04-15 22:15:00,74915.85,2,1,10155.11220515518
2026-04-15 22:20:00,75000.36,2,1,10166.567838808907
2026-04-15 22:25:00,74990.54,2,1,10165.236702582664
2026-04-15 22:30:00,74976.39,2,1,10163.318619323876
2026-04-15 22:35:00,75285.0,2,1,10205.151811867683
2026-04-15 22:40:00,75054.01,2,1,10173.840288761841
2026-04-15 22:45:00,75127.55,2,1,10183.808899564056
2026-04-15 22:50:00,75088.01,2,1,10178.449110726422
2026-04-15 22:55:00,74964.0,2,1,10161.639110378548
2026-04-15 23:00:00,74820.01,2,1,10142.120749358546
2026-04-15 23:05:00,74780.83,2,1,10136.809759812302
2026-04-15 23:10:00,74748.92,2,1,10132.484244844956
2026-04-15 23:15:00,74725.15,2,1,10129.262136077365
2026-04-15 23:20:00,74704.43,2,1,10126.453465750714
2026-04-15 23:25:00,74737.87,2,1,10130.986377706466
2026-04-15 23:30:00,74704.31,2,1,10126.437199320251
2026-04-15 23:35:00,74649.87,2,1,10119.057662033432
2026-04-15 23:40:00,74656.21,2,1,10119.91707177624
2026-04-15 23:45:00,74754.63,2,1,10133.258255827832
2026-04-15 23:50:00,74813.94,2,1,10141.297939084281
2026-04-15 23:55:00,74809.99,2,1,10140.762502414867
2026-04-16 00:00:00,74650.0,2,1,10119.075283999768
2026-04-16 00:05:00,74635.48,2,1,10117.107045913717
2026-04-16 00:10:00,74607.54,2,1,10113.319678687529
2026-04-16 00:15:00,74591.32,2,1,10111.120999503251
2026-04-16 00:20:00,74499.3,2,1,10098.647358409698
2026-04-16 00:25:00,74595.58,2,1,10111.698457784694
2026-04-16 00:30:00,74849.99,2,1,10146.184645902611
2026-04-16 00:35:00,74774.37,2,1,10135.934083639031
2026-04-16 00:40:00,74770.18,2,1,10135.36611410869
2026-04-16 00:45:00,74705.87,2,1,10126.648662916272
2026-04-16 00:50:00,74752.87,2,1,10133.01968151437
2026-04-16 00:55:00,74815.1,2,1,10141.455181245427
2026-04-16 01:00:00,74686.66,2,1,10124.044678506285
2026-04-16 01:05:00,74595.99,2,1,10111.754034755444
2026-04-16 01:10:00,74568.23,2,1,10107.99106717495
2026-04-16 01:15:00,74633.42,2,1,10116.827805524099
2026-04-16 01:20:00,74599.99,2,1,10112.296249104218
2026-04-16 01:25:00,74617.47,2,1,10114.665725808361
2026-04-16 01:30:00,74677.57,2,1,10122.812496398696
2026-04-16 01:35:00,74600.49,2,1,10112.364025897816
2026-04-16 01:40:00,74688.0,2,1,10124.226320313124
2026-04-16 01:45:00,74696.99,2,1,10125.444947061995
2026-04-16 01:50:00,74648.96,2,1,10118.934308269088
2026-04-16 01:55:00,74657.66,2,1,10120.113624477672
2026-04-16 02:00:00,74694.59,2,1,10125.119618452729
2026-04-16 02:05:00,74601.27,2,1,10112.469757695826
2026-04-16 02:10:00,74678.54,2,1,10122.943983378273
2026-04-16 02:15:00,74636.09,2,1,10117.189733601905
2026-04-16 02:20:00,74733.87,2,1,10130.444163357692
2026-04-16 02:25:00,74896.51,0,0,10137.266939125984
2026-04-16 02:30:00,74960.27,1,0,10137.266939125984
2026-04-16 02:35:00,75048.63,1,0,10137.266939125984
2026-04-16 02:40:00,75197.93,1,0,10137.266939125984
2026-04-16 02:45:00,74978.73,1,0,10137.266939125984
2026-04-16 02:50:00,74895.99,1,0,10137.266939125984
2026-04-16 02:55:00,74887.24,1,0,10137.266939125984
2026-04-16 03:00:00,74994.48,1,0,10137.266939125984
2026-04-16 03:05:00,74944.04,1,0,10137.266939125984
2026-04-16 03:10:00,74955.38,1,0,10137.266939125984
2026-04-16 03:15:00,75068.42,1,0,10137.266939125984
2026-04-16 03:20:00,75066.0,1,0,10137.266939125984
2026-04-16 03:25:00,75037.84,1,0,10137.266939125984
2026-04-16 03:30:00,74970.14,1,0,10137.266939125984
2026-04-16 03:35:00,74982.01,1,0,10137.266939125984
2026-04-16 03:40:00,74965.68,1,0,10137.266939125984
2026-04-16 03:45:00,74932.29,1,0,10137.266939125984
2026-04-16 03:50:00,74960.39,1,0,10137.266939125984
2026-04-16 03:55:00,74888.21,1,0,10137.266939125984
2026-04-16 04:00:00,74865.75,1,0,10137.266939125984
2026-04-16 04:05:00,74925.54,1,0,10137.266939125984
2026-04-16 04:10:00,74940.11,1,0,10137.266939125984
2026-04-16 04:15:00,74937.49,1,0,10137.266939125984
2026-04-16 04:20:00,74884.0,1,0,10137.266939125984
2026-04-16 04:25:00,74921.99,1,0,10137.266939125984
2026-04-16 04:30:00,74952.97,1,0,10137.266939125984
2026-04-16 04:35:00,75033.79,1,0,10137.266939125984
2026-04-16 04:40:00,75109.36,1,0,10137.266939125984
2026-04-16 04:45:00,74826.01,1,0,10137.266939125984
2026-04-16 04:50:00,74948.87,1,0,10137.266939125984
2026-04-16 04:55:00,74944.15,1,0,10137.266939125984
2026-04-16 05:00:00,75008.35,1,0,10137.266939125984
2026-04-16 05:05:00,74917.99,1,0,10137.266939125984
2026-04-16 05:10:00,74913.89,1,0,10137.266939125984
2026-04-16 05:15:00,74994.0,1,0,10137.266939125984
2026-04-16 05:20:00,75045.78,1,0,10137.266939125984
2026-04-16 05:25:00,75070.23,1,0,10137.266939125984
2026-04-16 05:30:00,75101.99,1,0,10137.266939125984
