type,step,pnl
buy,899,
sell,900,-17.802929559480617
buy,901,
sell,902,-11.007574947940157
buy,903,
sell,904,-31.81649991093036
buy,907,
sell,908,14.007189941297838
buy,913,
sell,931,88.46520084991425
buy,934,
sell,951,-16.97071840618446
buy,956,
sell,957,-44.00219455769911
buy,958,
sell,963,-19.104627729464482
buy,964,
sell,965,-3.4057762029897276
buy,966,
sell,967,7.640794045886651
buy,968,
sell,969,-13.658530066351886
buy,970,
sell,971,0.7389361623445438
buy,972,
sell,973,12.76070166777754
buy,974,
sell,975,-13.285100415449051
buy,976,
sell,977,-3.4846126068532612
buy,978,
sell,979,-34.10199409931556
buy,988,
sell,989,-9.738674970907596
buy,990,
sell,991,-2.5330980640974303
buy,993,
sell,994,-7.707502449307867
buy,995,
sell,996,-7.071397573299691
buy,997,
sell,998,-11.512950883759913
buy,999,
sell,1000,12.515631512340406
buy,1001,
sell,1002,6.727133266267629
buy,1006,
sell,1007,-7.19878097108267
buy,1010,
sell,1015,-50.70853892061132
sell_short,1032,
buy_cover,1049,-32.54439946650382
buy,1058,
sell,1066,-32.64611786400201
sell_short,1068,
buy_cover,1069,-46.465691272000186
buy,1074,
sell,1092,15.607185399221635
buy,1098,
sell,1116,11.411547298002915
buy,1123,
sell,1133,-45.295072243663526
buy,1134,
sell,1136,-5.947638541696506
buy,1141,
sell,1142,-61.59891289213374
sell_short,1155,
buy_cover,1167,-49.11836273629342
sell_short,1168,
buy_cover,1184,-10.08689328192304
sell_short,1187,
buy_cover,1189,-45.36856321805317
sell_short,1191,
buy_cover,1192,-18.08563411808609
sell_short,1193,
buy_cover,1194,14.460261990647268
sell_short,1202,
buy_cover,1218,-27.080094105862372
buy,1242,
sell,1260,-38.435184363384906
sell_short,1263,
buy_cover,1268,-40.230129893914636
buy,1283,
sell,1296,-44.54719815333192
buy,1297,
sell,1315,219.80081869429705
buy,1330,
sell,1348,157.5444639027537
buy,1366,
sell,1380,-26.527939938427153
buy,1381,
sell,1399,-3.318429480841587
buy,1400,
sell,1418,9.67443998433373
buy,1419,
sell,1437,57.243590782161846
buy,1450,
sell,1459,-61.596798454018426
buy,1460,
sell,1463,-15.52574429555898
buy,1464,
sell,1465,-9.817071050496452
buy,1470,
sell,1476,-46.69209336085805
buy,1477,
sell,1478,-5.7253028839932085
buy,1479,
sell,1480,-3.262239130535818
buy,1481,
sell,1482,-7.062839346617693
buy,1483,
sell,1484,1.8026587803688017
buy,1485,
sell,1486,-22.637837829617638
buy,1487,
sell,1488,4.655159029076458
buy,1489,
sell,1490,12.809419594575957
buy,1491,
sell,1492,2.1355324456180824
buy,1500,
sell,1501,-13.56842416085783
buy,1502,
sell,1503,-7.4036957428852475
buy,1505,
sell,1506,-21.869318607303285
buy,1507,
sell,1508,-2.615379904047586
buy,1509,
sell,1510,18.450591946020722
buy,1513,
sell,1515,-22.098659294897516
buy,1516,
sell,1517,-0.30678994256413716
buy,1518,
sell,1519,6.833195024122688
buy,1520,
sell,1522,-16.606904406311514
buy,1523,
sell,1524,2.7203236758650746
buy,1525,
sell,1526,-19.06081396931586
buy,1527,
sell,1528,-7.041254268540797
buy,1529,
sell,1530,-4.289882317227239
buy,1531,
sell,1532,-6.171703538760994
buy,1533,
sell,1534,-6.7933862797017355
buy,1535,
sell,1536,-8.62470894598846
buy,1545,
sell,1552,-34.46387133587996
buy,1553,
sell,1555,-14.222648756534909
buy,1556,
sell,1557,-4.806895903520854
buy,1558,
sell,1559,-66.8093888324911
sell_short,1574,
buy_cover,1592,49.60669507492639
sell_short,1617,
buy_cover,1627,-37.771841543415576
sell_short,1628,
buy_cover,1639,-6.610880285832536
sell_short,1640,
buy_cover,1645,-13.04157830569784
sell_short,1646,
buy_cover,1647,-0.7895042968357302
sell_short,1648,
buy_cover,1649,-25.287914615788395
sell_short,1650,
buy_cover,1651,-6.022372505403837
sell_short,1652,
buy_cover,1653,-0.9034574866964249
sell_short,1654,
buy_cover,1655,-5.198505829936039
sell_short,1656,
buy_cover,1657,-9.998431681189686
sell_short,1658,
buy_cover,1659,-6.591554774075121
sell_short,1660,
buy_cover,1678,97.38814596947486
sell_short,1699,
buy_cover,1709,-56.77906813527443
sell_short,1710,
buy_cover,1717,-6.244818133511217
sell_short,1718,
buy_cover,1719,-1.5446527360472828
sell_short,1720,
buy_cover,1721,-8.21581128809703
sell_short,1722,
buy_cover,1723,-8.594355623978117
sell_short,1724,
buy_cover,1725,17.301619970499814
sell_short,1727,
buy_cover,1728,1.897459163572421
sell_short,1735,
buy_cover,1744,-26.388878552816095
sell_short,1745,
buy_cover,1746,-10.291473204883005
sell_short,1747,
buy_cover,1748,-6.956022342948927
sell_short,1749,
buy_cover,1750,-34.54243404289082
sell_short,1751,
buy_cover,1752,30.82345177089701
sell_short,1753,
buy_cover,1754,-17.71604606094661
sell_short,1755,
buy_cover,1756,5.2438575618853065
sell_short,1758,
buy_cover,1759,14.19771812943145
sell_short,1760,
buy_cover,1761,1.0858896992212976
sell_short,1762,
buy_cover,1763,-5.796980964745671
sell_short,1764,
buy_cover,1765,-15.454540485412508
sell_short,1766,
buy_cover,1767,-8.43803724026293
sell_short,1768,
buy_cover,1769,16.292392278581247
sell_short,1784,
buy_cover,1802,12.052925961061192
sell_short,1803,
buy_cover,1811,-43.11245640375273
sell_short,1812,
buy_cover,1813,-17.308282646601583
sell_short,1814,
buy_cover,1815,-11.39648304657203
sell_short,1816,
buy_cover,1817,6.210811163784456
sell_short,1818,
buy_cover,1819,-1.709389386282055
sell_short,1820,
buy_cover,1821,11.269618616539447
sell_short,1822,
buy_cover,1823,-8.405428421247052
sell_short,1824,
buy_cover,1825,-14.259167266962322
sell_short,1826,
buy_cover,1827,-8.83646849107572
sell_short,1828,
buy_cover,1829,-4.645754306484378
sell_short,1830,
buy_cover,1831,-18.36702588821572
sell_short,1832,
buy_cover,1833,-8.641881442263184
buy,1842,
sell,1860,-0.25512583105955855
buy,1863,
sell,1870,-42.19326906207425
sell_short,1880,
buy_cover,1881,-2.8796667097376485
sell_short,1882,
buy_cover,1900,79.1462473890333
sell_short,1912,
buy_cover,1924,-21.88650075455189
sell_short,1925,
buy_cover,1943,-7.508929204952437
sell_short,1944,
buy_cover,1945,-7.846947377900506
sell_short,1946,
buy_cover,1947,-1.0262376858227071
sell_short,1948,
buy_cover,1949,6.71034834621787
sell_short,1950,
buy_cover,1955,-31.407275122581268
sell_short,1956,
buy_cover,1957,4.870054472999982
sell_short,1958,
buy_cover,1959,4.681957127280839
sell_short,1960,
buy_cover,1961,-9.315929661004702
sell_short,1962,
buy_cover,1963,6.373147593028989
sell_short,1969,
buy_cover,1981,-23.894804291927358
sell_short,1982,
buy_cover,1984,-8.443472490633212
sell_short,1985,
buy_cover,1986,0.20515770384190546
buy,2004,
sell,2021,-65.43308367753707
sell_short,2030,
buy_cover,2043,-39.30015367067426
sell_short,2048,
buy_cover,2066,22.806840477589503
sell_short,2067,
buy_cover,2080,-16.183161103575912
buy,2087,
sell,2105,16.545231191730636
buy,2110,
sell,2116,-21.4707564504497
sell_short,2122,
buy_cover,2132,0.9261800496278738
sell_short,2133,
buy_cover,2151,0.8129781901388924
sell_short,2152,
buy_cover,2157,-14.010568356959993
buy,2160,
sell,2167,-17.046606625899585
sell_short,2168,
buy_cover,2169,-5.421611824465799
buy,2170,
sell,2188,-1.7506718109525536
buy,2189,
sell,2202,-13.68112088027192
sell_short,2204,
buy_cover,2214,-8.649753826135566
sell_short,2215,
buy_cover,2233,-3.4834272726984636
sell_short,2234,
buy_cover,2240,-9.49425516890733
buy,2241,
sell,2256,-9.423186731393798
buy,2257,
sell,2275,-2.226423454245378
sell_short,2277,
buy_cover,2278,-3.697008879886198
sell_short,2288,
buy_cover,2300,-8.266948025913734
sell_short,2301,
buy_cover,2317,-4.775361191263073
buy,2318,
sell,2332,-32.79231595451711
sell_short,2344,
buy_cover,2362,-5.504910872112305
sell_short,2363,
buy_cover,2381,-2.2906039521440107
sell_short,2382,
buy_cover,2394,-15.15870965889917
buy,2401,
sell,2419,7.822490767201089
buy,2420,
sell,2434,-20.74730260735123
buy,2435,
sell,2445,-6.160721710026337
buy,2446,
sell,2447,-5.749301216148524
buy,2448,
sell,2449,-2.712912835775569
buy,2450,
sell,2452,-16.568421109617702
buy,2453,
sell,2454,-15.362738276808159
buy,2455,
sell,2456,-4.359051828636439
buy,2457,
sell,2458,-10.024135621515597
buy,2459,
sell,2465,-14.128816727516096
sell_short,2466,
buy_cover,2483,10.71474006419703
sell_short,2484,
buy_cover,2488,-30.620863415953863
buy,2512,
sell,2523,-9.58867622302023
buy,2524,
sell,2539,-0.37837617846162175
buy,2540,
sell,2558,1.7623890759095957
buy,2559,
sell,2577,-12.771946029322862
buy,2578,
sell,2584,-15.804822525989948
buy,2585,
sell,2586,-5.45140052707211
buy,2587,
sell,2588,0.4193741915496503
buy,2589,
sell,2590,-7.58490566096043
buy,2591,
sell,2592,-6.059217518204605
buy,2598,
sell,2616,40.61878704620722
buy,2617,
sell,2635,-13.918869673265363
buy,2636,
sell,2654,46.53702403144962
buy,2673,
sell,2681,-10.679606642283034
buy,2682,
sell,2689,-31.647208152660824
buy,2690,
sell,2701,-18.060376932155123
buy,2702,
sell,2710,-0.31321072425453167
buy,2712,
sell,2724,-1.3219634993547515
buy,2725,
sell,2736,59.567881538567235
buy,2766,
sell,2773,-34.35652464566192
buy,2774,
sell,2779,-50.86706731206323
buy,2780,
sell,2781,-31.353811132039482
sell_short,2824,
buy_cover,2829,-23.708210725608296
sell_short,2830,
buy_cover,2848,-9.403181900595882
sell_short,2849,
buy_cover,2867,12.239290983301544
sell_short,2872,
