type,step,pnl
sell,2074,-35.34276487706302
sell_short,2075,
buy_cover,2077,-14.45437558604317
buy,2081,
sell,2093,1.0948193367894419
buy,2094,
sell,2099,-22.954711301628777
sell_short,2100,
buy_cover,2102,-35.86592918629685
buy,2103,
sell,2109,-39.4485518965339
sell_short,2111,
buy_cover,2123,7.734676041507555
sell_short,2124,
buy_cover,2132,-6.539404478051438
sell_short,2134,
buy_cover,2140,-7.494371629853049
sell_short,2144,
buy_cover,2152,-8.483965420451568
buy,2155,
sell,2167,-10.844293107254998
buy,2169,
sell,2181,-5.459592372042607
buy,2182,
sell,2186,-13.64708223803791
buy,2187,
sell,2198,-11.169725959274729
sell_short,2199,
buy_cover,2211,2.5813096278252488
sell_short,2212,
buy_cover,2216,-11.405691762302013
buy,2217,
sell,2218,-10.922086933665923
sell_short,2219,
buy_cover,2224,-8.957302439379419
sell_short,2227,
buy_cover,2233,-11.800218033406054
buy,2234,
sell,2246,7.165663550455065
buy,2247,
sell,2255,-11.682758434406423
buy,2258,
sell,2262,-14.135552188916336
buy,2265,
sell,2275,-11.319311023877162
sell_short,2276,
buy_cover,2288,2.811659460487135
sell_short,2289,
buy_cover,2300,-7.880942642595983
buy,2303,
sell,2311,-13.076154689470059
buy,2312,
sell,2324,-10.918022362346164
buy,2327,
sell,2332,-33.250572151866436
sell_short,2333,
buy_cover,2336,-13.597857232814931
sell_short,2337,
buy_cover,2343,3.128150572632876
sell_short,2344,
buy_cover,2356,-2.4336411763288197
sell_short,2357,
buy_cover,2361,-7.5609866961531225
sell_short,2377,
buy_cover,2386,-11.84829792776145
buy,2394,
sell,2406,2.6886097676542704
buy,2407,
sell,2419,-0.48122437670099316
buy,2420,
sell,2432,-13.137090246440494
sell_short,2435,
buy_cover,2447,-6.192283080339621
sell_short,2452,
buy_cover,2457,-12.853532091618035
buy,2458,
sell,2464,-12.62229616568402
sell_short,2465,
buy_cover,2477,17.19854106485218
sell_short,2478,
buy_cover,2487,-13.431068992797009
buy,2488,
sell,2500,35.30088562068522
buy,2501,
sell,2513,-1.293814323063998
buy,2514,
sell,2526,-2.1892239413937205
buy,2527,
sell,2535,-8.238550727743132
buy,2536,
sell,2548,-3.718262385498747
buy,2549,
sell,2558,-12.731337747945872
buy,2562,
sell,2574,4.015392946928841
buy,2575,
sell,2577,-21.82301359855046
sell_short,2584,
buy_cover,2587,-6.781140141354626
buy,2600,
sell,2612,30.06453151909045
buy,2613,
sell,2625,-10.112766499432837
buy,2626,
sell,2635,-16.544746889430826
buy,2639,
sell,2651,53.50710094419992
buy,2653,
sell,2664,20.530038028085983
buy,2665,
sell,2677,13.602374159403553
buy,2678,
sell,2681,-15.051778692710286
buy,2683,
sell,2689,-43.89184286761338
buy,2697,
sell,2701,-61.675172959836345
buy,2715,
sell,2723,-33.851016995018654
buy,2726,
sell,2732,54.59809370758376
buy,2734,
sell,2746,24.98645771489464
buy,2747,
sell,2759,19.445600514030957
buy,2760,
sell,2769,-30.03557159601587
sell_short,2779,
buy_cover,2791,190.61791642261596
sell_short,2802,
buy_cover,2814,14.78414278645505
sell_short,2815,
buy_cover,2826,-4.149384615402596
sell_short,2831,
buy_cover,2833,-30.432862957160978
sell_short,2851,
buy_cover,2856,-13.139171610371704
sell_short,2858,
buy_cover,2870,20.016876125071576
sell_short,2871,
